,Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Job Satisfaction Status,Age Bucket
90,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-91,119.0,Male,Healthcare Representative,Married,No,Y,3,40,1,530,1,Master's Degree,1,3,78,2,4,2,13503,14115,1,22,4,4,80,1,22,2,22,3,11,11,Satisfied,36-45
91,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-92,120.0,Male,Sales Executive,Single,Yes,Y,2,51,1,632,21,Master's Degree,1,3,71,3,2,4,5441,8423,0,22,4,4,80,0,11,1,10,7,1,0,Very Dissatisfied ,46-55
92,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-93,121.0,Female,Sales Executive,Divorced,Yes,Y,4,30,1,1334,4,Associates Degree,1,3,63,2,2,2,5209,19760,1,12,3,2,80,3,11,2,11,8,2,7,Satisfied,26-35
93,No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-94,124.0,Male,Healthcare Representative,Married,Yes,Y,5,46,1,638,1,Bachelor's Degree,1,3,40,2,3,1,10673,3142,2,13,3,3,80,1,21,2,10,9,9,5,Very Satisfied,46-55
94,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-95,125.0,Male,Sales Executive,Single,No,Y,0,32,1,1093,6,Master's Degree,1,2,87,3,2,3,5010,24301,1,16,3,1,80,0,12,3,11,8,5,7,Dissatisfied ,26-35
95,No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-96,126.0,Female,Research Director,Married,No,Y,5,54,1,1217,2,Master's Degree,1,1,60,3,3,3,13549,24001,9,12,3,1,80,1,16,1,4,3,0,3,Dissatisfied ,46-55
96,No,Travel_Rarely,Under 25,Current Employees,Sales,Other,STAFF-97,128.0,Female,Sales Executive,Married,No,Y,2,24,1,1353,3,Associates Degree,1,1,33,3,2,3,4999,17519,0,21,4,1,80,1,4,2,3,2,0,2,Dissatisfied ,18-25
97,No,Non-Travel,25 - 34,Current Employees,Sales,Medical,STAFF-98,129.0,Male,Sales Executive,Married,No,Y,3,28,1,120,4,Bachelor's Degree,1,2,43,3,2,3,4221,8863,1,15,3,2,80,0,5,4,5,4,0,4,Dissatisfied ,26-35
98,No,Travel_Rarely,Over 55,Current Employees,Sales,Medical,STAFF-99,131.0,Male,Sales Executive,Single,No,Y,1,58,1,682,10,Master's Degree,1,4,37,3,4,3,13872,24409,0,13,3,3,80,0,38,2,37,10,1,8,Dissatisfied ,56 ? 
99,No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-100,132.0,Male,Laboratory Technician,Married,No,Y,3,44,1,489,23,Bachelor's Degree,1,2,67,3,2,2,2042,25043,4,12,3,3,80,1,17,4,3,2,1,2,Satisfied,36-45
100,Yes,Travel_Rarely,35 - 44,Ex-Employees,HR,Human Resources,STAFF-101,133.0,Male,Human Resources,Divorced,Yes,Y,3,37,0,807,6,Master's Degree,1,3,63,3,1,1,2073,23648,4,22,4,4,80,0,7,3,3,2,0,2,Very Satisfied,36-45
101,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-102,134.0,Male,Research Scientist,Single,No,Y,2,32,1,827,1,High School,1,4,71,3,1,1,2956,15178,1,13,3,4,80,0,1,3,1,0,0,0,Very Satisfied,26-35
102,Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-103,137.0,Female,Laboratory Technician,Single,Yes,Y,5,20,0,871,6,Bachelor's Degree,1,4,66,2,1,4,2926,19783,1,18,3,2,80,0,1,3,1,0,1,0,Very Dissatisfied ,18-25
103,No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-104,138.0,Female,Research Scientist,Single,No,Y,3,34,1,665,6,Master's Degree,1,1,41,3,2,3,4809,12482,1,14,3,3,80,0,16,3,16,13,2,10,Dissatisfied ,26-35
104,No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-105,139.0,Male,Healthcare Representative,Divorced,No,Y,2,37,1,1040,2,Associates Degree,1,3,100,2,2,4,5163,15850,5,14,3,4,80,1,17,4,1,0,0,0,Very Dissatisfied ,36-45
105,No,Non-Travel,Over 55,Current Employees,HR,Human Resources,STAFF-106,140.0,Female,Manager,Married,No,Y,3,59,1,1420,2,Master's Degree,1,3,32,2,5,4,18844,21922,9,21,4,4,80,1,30,3,3,2,2,2,Very Dissatisfied ,56 ? 
106,No,Travel_Frequently,45 - 54,Current Employees,R&D,Life Sciences,STAFF-107,141.0,Female,Research Director,Married,Yes,Y,1,50,1,1115,1,Bachelor's Degree,1,1,73,3,5,2,18172,9755,3,19,3,1,80,0,28,2,8,3,0,7,Satisfied,46-55
107,Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-108,142.0,Male,Sales Executive,Single,Yes,Y,1,25,0,240,5,Bachelor's Degree,1,3,46,2,2,3,5744,26959,1,11,3,4,80,0,6,3,6,4,0,3,Dissatisfied ,18-25
108,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-109,143.0,Male,Research Scientist,Married,No,Y,2,25,1,1280,7,High School,1,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,3,2,2,2,1,Very Dissatisfied ,18-25
109,No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-110,144.0,Female,Laboratory Technician,Single,No,Y,5,22,1,534,15,Bachelor's Degree,1,2,59,3,1,4,2871,23785,1,15,3,3,80,0,1,3,0,0,0,0,Very Dissatisfied ,18-25
110,No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-111,145.0,Female,Healthcare Representative,Single,No,Y,1,51,1,1456,1,Master's Degree,1,1,30,2,3,1,7484,25796,3,20,4,3,80,0,23,2,13,12,12,8,Very Satisfied,46-55
111,Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-112,147.0,Male,Laboratory Technician,Single,Yes,Y,3,34,0,658,7,Bachelor's Degree,1,1,66,1,2,3,6074,22887,1,24,4,4,80,0,9,3,9,7,0,6,Dissatisfied ,26-35
112,No,Non-Travel,45 - 54,Current Employees,HR,Human Resources,STAFF-113,148.0,Female,Manager,Single,Yes,Y,3,54,1,142,26,Bachelor's Degree,1,4,30,4,4,4,17328,13871,2,12,3,3,80,0,23,3,5,3,4,4,Very Dissatisfied ,46-55
113,No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-114,150.0,Male,Laboratory Technician,Married,No,Y,2,24,1,1127,18,High School,1,2,52,3,1,3,2774,13257,0,12,3,3,80,1,6,3,5,3,1,2,Dissatisfied ,18-25
114,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-115,151.0,Female,Research Scientist,Divorced,No,Y,3,34,1,1031,6,Master's Degree,1,3,45,2,2,2,4505,15000,6,15,3,3,80,1,12,3,1,0,0,0,Satisfied,26-35
115,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-116,152.0,Male,Sales Executive,Single,No,Y,3,37,1,1189,3,Bachelor's Degree,1,3,87,3,3,4,7428,14506,2,12,3,1,80,0,12,3,5,3,1,3,Very Dissatisfied ,36-45
116,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-117,153.0,Female,Manager,Single,No,Y,6,34,1,1354,5,Bachelor's Degree,1,3,45,2,3,1,11631,5615,2,12,3,4,80,0,14,3,11,10,5,8,Very Satisfied,26-35
117,No,Travel_Frequently,35 - 44,Current Employees,Sales,Technical Degree,STAFF-118,154.0,Female,Sales Executive,Married,No,Y,6,36,1,1467,11,Associates Degree,1,2,92,3,3,4,9738,22952,0,14,3,3,80,1,10,3,9,7,2,8,Very Dissatisfied ,36-45
118,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-119,155.0,Female,Laboratory Technician,Divorced,No,Y,2,36,1,922,3,Associates Degree,1,1,39,3,1,4,2835,2561,5,22,4,1,80,1,7,3,1,0,0,0,Very Dissatisfied ,36-45
119,No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,STAFF-120,158.0,Male,Manager,Married,Yes,Y,3,43,1,394,26,Associates Degree,1,3,92,3,4,4,16959,19494,1,12,3,4,80,2,25,4,25,12,4,12,Very Dissatisfied ,36-45
120,No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-121,159.0,Male,Research Scientist,Divorced,No,Y,2,30,1,1312,23,Bachelor's Degree,1,1,96,1,1,3,2613,22310,1,25,4,3,80,3,10,2,10,7,0,9,Dissatisfied ,26-35
121,No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-122,160.0,Male,Sales Executive,Married,No,Y,2,33,1,750,22,Associates Degree,1,3,95,3,2,2,6146,15480,0,13,3,1,80,1,8,4,7,7,0,7,Satisfied,26-35
122,Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Life Sciences,STAFF-123,161.0,Female,Research Scientist,Married,Yes,Y,2,56,0,441,14,Master's Degree,1,2,72,3,1,2,4963,4510,9,18,3,1,80,3,7,3,5,4,4,3,Satisfied,56 ? 
123,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-124,162.0,Male,Research Director,Single,No,Y,5,51,1,684,6,Bachelor's Degree,1,1,51,3,5,3,19537,6462,7,13,3,3,80,0,23,3,20,18,15,15,Dissatisfied ,46-55
124,Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-125,163.0,Male,Sales Executive,Married,Yes,Y,3,31,0,249,6,Master's Degree,1,2,76,1,2,3,6172,20739,4,18,3,2,80,0,12,2,7,7,7,7,Dissatisfied ,26-35
125,No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-126,164.0,Female,Research Scientist,Married,No,Y,3,26,1,841,6,Bachelor's Degree,1,3,46,2,1,2,2368,23300,1,19,3,3,80,0,5,2,5,4,4,3,Satisfied,26-35
126,Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-127,165.0,Female,Healthcare Representative,Married,No,Y,3,58,0,147,23,Master's Degree,1,4,94,3,3,4,10312,3465,1,12,3,4,80,1,40,2,40,10,15,6,Very Dissatisfied ,56 ? 
127,Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Marketing,STAFF-128,167.0,Male,Sales Representative,Single,Yes,Y,2,19,0,528,22,High School,1,4,50,3,1,3,1675,26820,1,19,3,4,80,0,0,2,0,0,0,0,Dissatisfied ,18-25
128,No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,STAFF-129,169.0,Male,Laboratory Technician,Married,No,Y,2,22,1,594,2,High School,1,3,100,3,1,4,2523,19299,0,14,3,3,80,1,3,3,2,1,2,1,Very Dissatisfied ,18-25
129,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-130,170.0,Female,Manufacturing Director,Married,No,Y,2,49,1,470,20,Master's Degree,1,3,96,3,2,1,6567,5549,1,14,3,3,80,0,16,2,15,11,5,11,Very Satisfied,46-55
130,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-131,171.0,Female,Research Scientist,Single,No,Y,2,43,1,957,28,Bachelor's Degree,1,2,72,4,1,3,4739,16090,4,12,3,4,80,0,18,3,3,2,1,2,Dissatisfied ,36-45
131,No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,STAFF-132,174.0,Female,Sales Executive,Single,No,Y,3,50,1,809,12,Bachelor's Degree,1,3,77,3,3,4,9208,6645,4,11,3,4,80,0,16,3,2,2,2,1,Very Dissatisfied ,46-55
132,Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-133,175.0,Female,Sales Executive,Married,Yes,Y,2,31,0,542,20,Bachelor's Degree,1,2,71,1,2,3,4559,24788,3,11,3,3,80,1,4,3,2,2,2,2,Dissatisfied ,26-35
133,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-134,176.0,Male,Sales Executive,Divorced,Yes,Y,2,41,1,802,9,High School,1,3,96,3,3,3,8189,21196,3,13,3,3,80,1,12,3,9,7,0,7,Dissatisfied ,36-45
134,No,Travel_Rarely,25 - 34,Current Employees,HR,Life Sciences,STAFF-135,177.0,Female,Human Resources,Married,No,Y,3,26,1,1355,25,High School,1,3,61,3,1,3,2942,8916,1,23,4,4,80,1,8,3,8,7,5,7,Dissatisfied ,26-35
135,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-136,178.0,Male,Manufacturing Director,Divorced,No,Y,0,36,1,216,6,Associates Degree,1,2,84,3,2,2,4941,2819,6,20,4,4,80,2,7,3,3,2,0,1,Satisfied,36-45
136,Yes,Travel_Frequently,45 - 54,Ex-Employees,R&D,Life Sciences,STAFF-137,179.0,Male,Manufacturing Director,Single,No,Y,2,51,0,1150,8,Master's Degree,1,1,53,1,3,4,10650,25150,2,15,3,4,80,0,18,3,4,2,0,3,Very Dissatisfied ,46-55
137,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-138,182.0,Female,Sales Executive,Married,No,Y,1,39,1,1329,4,Master's Degree,1,4,47,2,2,3,5902,14590,4,14,3,3,80,1,17,4,15,11,5,9,Dissatisfied ,36-45
138,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-139,183.0,Male,Sales Executive,Married,No,Y,3,25,1,959,28,Bachelor's Degree,1,1,41,2,2,3,8639,24835,2,18,3,4,80,0,6,3,2,2,2,2,Dissatisfied ,18-25
139,No,Travel_Rarely,25 - 34,Current Employees,HR,Human Resources,STAFF-140,184.0,Male,Human Resources,Married,Yes,Y,2,30,1,1240,9,Bachelor's Degree,1,3,48,3,2,4,6347,13982,0,19,3,4,80,0,12,1,11,9,4,7,Very Dissatisfied ,26-35
140,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-141,190.0,Female,Laboratory Technician,Single,No,Y,2,32,0,1033,9,Bachelor's Degree,1,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,4,5,4,0,4,Very Satisfied,26-35
141,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-142,192.0,Male,Research Scientist,Single,No,Y,2,45,1,1316,29,Bachelor's Degree,1,3,83,3,1,4,3452,9752,5,13,3,2,80,0,9,2,6,5,0,3,Very Dissatisfied ,36-45
142,No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-143,193.0,Female,Research Scientist,Single,Yes,Y,2,38,1,364,3,Doctoral Degree,1,4,32,3,2,3,4317,2302,3,20,4,2,80,0,19,3,3,2,2,2,Dissatisfied ,36-45
143,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-144,194.0,Female,Research Scientist,Single,No,Y,4,30,1,438,18,Bachelor's Degree,1,1,75,3,1,3,2632,23910,1,14,3,3,80,0,5,2,5,4,0,4,Dissatisfied ,26-35
144,No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-145,195.0,Male,Sales Executive,Divorced,No,Y,2,32,1,689,9,Associates Degree,1,4,35,1,2,4,4668,22812,0,17,3,4,80,3,9,4,8,7,0,7,Very Dissatisfied ,26-35
145,No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-146,197.0,Female,Research Scientist,Divorced,No,Y,3,30,1,201,5,Bachelor's Degree,1,4,84,3,1,1,3204,10415,5,14,3,4,80,1,8,3,3,2,2,2,Very Satisfied,26-35
146,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-147,198.0,Male,Laboratory Technician,Single,No,Y,3,30,1,1427,2,High School,1,2,35,2,1,4,2720,11162,0,13,3,4,80,0,6,3,5,3,1,2,Very Dissatisfied ,26-35
147,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-148,199.0,Male,Manager,Divorced,No,Y,2,41,1,857,10,Bachelor's Degree,1,4,91,2,4,1,17181,12888,4,13,3,2,80,1,21,2,7,6,7,7,Very Satisfied,36-45
148,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-149,200.0,Male,Laboratory Technician,Married,No,Y,2,41,1,933,9,Master's Degree,1,3,94,3,1,1,2238,6961,2,21,4,4,80,1,7,3,5,0,1,4,Very Satisfied,36-45
149,No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-150,201.0,Female,Laboratory Technician,Single,No,Y,3,19,1,1181,3,High School,1,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,1,0,0,0,Satisfied,18-25
150,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-151,202.0,Female,Research Scientist,Divorced,No,Y,2,40,1,1395,26,Bachelor's Degree,1,2,54,3,2,2,5605,8504,1,11,3,1,80,1,20,3,20,7,2,13,Satisfied,36-45
151,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-152,204.0,Male,Sales Executive,Married,No,Y,3,35,1,662,1,Doctoral Degree,1,3,94,3,3,2,7295,11439,1,13,3,1,80,2,10,3,10,8,0,6,Satisfied,26-35
152,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-153,205.0,Male,Sales Representative,Married,Yes,Y,3,53,1,1436,6,Associates Degree,1,2,34,3,2,3,2306,16047,2,20,4,4,80,1,13,1,7,7,4,5,Dissatisfied ,46-55
153,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-154,206.0,Male,Laboratory Technician,Divorced,No,Y,2,45,1,194,9,Bachelor's Degree,1,2,60,3,2,2,2348,10901,8,18,3,3,80,1,20,1,17,9,0,15,Satisfied,36-45
154,No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,STAFF-155,207.0,Female,Sales Executive,Single,No,Y,2,32,1,967,8,Bachelor's Degree,1,2,43,3,3,4,8998,15589,1,14,3,4,80,0,9,3,9,8,3,7,Very Dissatisfied ,26-35
155,No,Non-Travel,25 - 34,Current Employees,R&D,Technical Degree,STAFF-156,208.0,Male,Manufacturing Director,Married,No,Y,1,29,1,1496,1,High School,1,4,41,3,2,3,4319,26283,1,13,3,1,80,1,10,3,10,7,0,9,Dissatisfied ,26-35
156,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-157,211.0,Male,Manufacturing Director,Married,No,Y,2,51,1,1169,7,Master's Degree,1,2,34,2,2,3,6132,13983,2,17,3,3,80,0,10,3,1,0,0,0,Dissatisfied ,46-55
157,No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-158,214.0,Female,Research Scientist,Married,Yes,Y,3,58,1,1145,9,Bachelor's Degree,1,2,75,2,1,2,3346,11873,4,20,4,2,80,1,9,2,1,0,0,0,Satisfied,56 ? 
158,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-159,215.0,Male,Sales Executive,Married,No,Y,2,40,1,630,4,Master's Degree,1,3,67,2,3,4,10855,8552,7,11,3,1,80,1,15,2,12,11,2,11,Very Dissatisfied ,36-45
159,No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,STAFF-160,216.0,Female,Sales Representative,Married,No,Y,3,34,1,303,2,Master's Degree,1,3,75,3,1,3,2231,11314,6,18,3,4,80,1,6,3,4,3,1,2,Dissatisfied ,26-35
160,No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-161,217.0,Male,Research Scientist,Married,No,Y,6,22,1,1256,19,High School,1,3,80,3,1,4,2323,11992,1,24,4,1,80,2,2,3,2,2,2,2,Very Dissatisfied ,18-25
161,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-162,218.0,Male,Research Scientist,Divorced,No,Y,1,27,1,691,9,Bachelor's Degree,1,4,57,3,1,2,2024,5970,6,18,3,4,80,1,6,1,2,2,2,2,Satisfied,26-35
162,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-163,221.0,Male,Research Scientist,Married,No,Y,2,28,1,440,21,Bachelor's Degree,1,3,42,3,1,4,2713,6672,1,11,3,3,80,1,5,1,5,2,0,2,Very Dissatisfied ,26-35
163,No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-164,223.0,Male,Healthcare Representative,Divorced,Yes,Y,2,57,1,334,24,Associates Degree,1,3,83,4,3,4,9439,23402,3,16,3,2,80,1,12,1,5,3,1,4,Very Dissatisfied ,56 ? 
164,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-165,224.0,Male,Research Scientist,Divorced,Yes,Y,2,27,1,1450,3,Bachelor's Degree,1,3,79,2,1,3,2566,25326,1,15,3,4,80,1,1,2,1,1,0,1,Dissatisfied ,26-35
165,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-166,226.0,Female,Manager,Single,No,Y,5,50,1,1452,11,Bachelor's Degree,1,3,53,3,5,2,19926,17053,3,15,3,2,80,0,21,3,5,4,4,4,Satisfied,46-55
166,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-167,227.0,Male,Research Scientist,Divorced,No,Y,2,41,1,465,14,Bachelor's Degree,1,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,3,9,8,1,8,Dissatisfied ,36-45
167,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-168,228.0,Female,Sales Executive,Married,No,Y,2,30,1,1339,5,Bachelor's Degree,1,2,41,3,3,4,9419,8053,2,12,3,3,80,1,12,3,10,9,7,4,Very Dissatisfied ,26-35
168,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-169,230.0,Female,Sales Executive,Single,No,Y,2,38,1,702,1,Master's Degree,1,1,59,2,2,4,8686,12930,4,22,4,3,80,0,12,4,8,3,0,7,Very Dissatisfied ,36-45
169,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-170,231.0,Male,Research Scientist,Single,No,Y,2,32,1,120,6,Doctoral Degree,1,3,43,3,1,3,3038,12430,3,20,4,1,80,0,8,3,5,4,1,4,Dissatisfied ,26-35
170,No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-171,233.0,Male,Research Scientist,Married,Yes,Y,3,27,1,1157,17,Bachelor's Degree,1,3,51,3,1,2,3058,13364,0,16,3,4,80,1,6,2,5,2,1,1,Satisfied,26-35
171,Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Technical Degree,STAFF-172,235.0,Female,Sales Representative,Single,No,Y,5,19,0,602,1,High School,1,3,100,1,1,1,2325,20989,0,21,4,1,80,0,1,4,0,0,0,0,Very Satisfied,18-25
172,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-173,238.0,Male,Laboratory Technician,Single,No,Y,3,36,1,1480,3,Associates Degree,1,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,2,8,7,7,2,Satisfied,36-45
173,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-174,239.0,Male,Laboratory Technician,Divorced,No,Y,4,30,1,111,9,Bachelor's Degree,1,3,66,3,2,1,3072,11012,1,11,3,3,80,2,12,3,12,9,6,10,Very Satisfied,26-35
174,No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-175,240.0,Female,Sales Executive,Divorced,Yes,Y,3,45,1,1268,4,Associates Degree,1,3,30,3,2,1,5006,6319,4,11,3,1,80,1,9,4,5,4,0,3,Very Satisfied,36-45
175,No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-176,241.0,Female,Research Scientist,Divorced,Yes,Y,3,56,1,713,8,Bachelor's Degree,1,3,67,3,1,1,4257,13939,4,18,3,3,80,1,19,3,2,2,2,2,Very Satisfied,56 ? 
176,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-177,242.0,Male,Research Scientist,Single,No,Y,2,33,1,134,2,Bachelor's Degree,1,3,90,3,1,4,2500,10515,0,14,3,1,80,0,4,4,3,1,0,2,Very Dissatisfied ,26-35
177,Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-178,243.0,Male,Laboratory Technician,Single,No,Y,3,19,0,303,2,Bachelor's Degree,1,2,47,2,1,4,1102,9241,1,22,4,3,80,0,1,2,1,0,1,0,Very Dissatisfied ,18-25
178,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-179,244.0,Female,Sales Executive,Divorced,No,Y,2,46,1,526,1,Associates Degree,1,2,92,3,3,1,10453,2137,1,25,4,3,80,3,24,3,24,13,15,7,Very Satisfied,46-55
179,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-180,245.0,Female,Laboratory Technician,Single,No,Y,3,38,1,1380,9,Associates Degree,1,3,75,3,1,4,2288,6319,1,12,3,3,80,0,2,3,2,2,2,1,Very Dissatisfied ,36-45
180,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-181,246.0,Female,Research Scientist,Married,Yes,Y,0,31,1,140,12,High School,1,3,95,3,1,4,3929,6984,8,23,4,3,80,1,7,3,4,2,0,2,Very Dissatisfied ,26-35
181,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-182,247.0,Female,Research Scientist,Single,No,Y,3,34,1,629,27,Associates Degree,1,4,95,3,1,2,2311,5711,2,15,3,4,80,0,9,3,3,2,1,2,Satisfied,26-35
182,Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Marketing,STAFF-183,248.0,Female,Sales Representative,Single,Yes,Y,5,41,0,1356,20,Associates Degree,1,2,70,3,1,2,3140,21728,1,22,4,4,80,0,4,2,4,3,0,2,Satisfied,36-45
183,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-184,249.0,Male,Laboratory Technician,Married,No,Y,2,50,1,328,1,Bachelor's Degree,1,3,86,2,1,3,3690,3425,2,15,3,4,80,1,5,2,3,2,0,2,Dissatisfied ,46-55
184,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-185,250.0,Female,Manufacturing Director,Divorced,No,Y,3,53,1,1084,13,Associates Degree,1,4,57,4,2,1,4450,26250,1,11,3,3,80,2,5,3,4,2,1,3,Very Satisfied,46-55
185,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-186,252.0,Female,Research Scientist,Married,No,Y,5,33,1,931,14,Bachelor's Degree,1,4,72,3,1,2,2756,4673,1,13,3,4,80,1,8,3,8,7,1,6,Satisfied,26-35
186,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-187,253.0,Female,Manager,Married,No,Y,2,40,1,989,4,High School,1,4,46,3,5,3,19033,6499,1,14,3,2,80,1,21,3,20,8,9,9,Dissatisfied ,36-45
187,No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-188,254.0,Male,Research Director,Single,No,Y,3,55,1,692,14,Master's Degree,1,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,24,15,2,15,Satisfied,46-55
188,No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-189,256.0,Male,Manufacturing Director,Married,No,Y,2,34,1,1069,2,High School,1,4,45,2,2,3,9547,14074,1,17,3,3,80,0,10,2,10,9,1,9,Dissatisfied ,26-35
